filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,sbp_application,county,state,country,mailing_county,mailing_state,mail_country,taxable_year_end,total_net_worth,identification_type,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,n_business,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,business_type_7,business_decree_7,business_type_8,business_decree_8,business_type_9,business_decree_9,n_hh,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated
2019-RepAct22-000146_Redacted.pdf,2019-05-15 16:07:57.094,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,0,0,0,0,7627,0,0,147765,0,0,Rent,NA,1000,Humacao,0,TRUE,2017,2018,2e+05,250000,50000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,268,50000,Yes,5000
2019-RepAct22-000147_Redacted.pdf,2019-05-15 16:17:46.321,FALSE,NA,NA,TRUE,Humacao,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,0,0,0,0,15254,0,0,28237,0,0,Rent,NA,1000,Humacao,0,TRUE,2017,2018,0,10000,10000,0,0,0,0,0,0,0,0,0,1,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,141,20000,Yes,5000
2019-RepAct22-000148_Redacted.pdf,2019-05-15 18:42:27.617,FALSE,NA,NA,No,IRON STATION,Carolina del Norte,USA,San Juan,Puerto Rico,USA,31-12-2018,Less than 1 million,REDACTED,610,0,1136013,0,17137,0,0,207600,0,0,Rent,NA,10000,San Juan,0,TRUE,2017,2018,111000,15500,-95500,0,0,0,0,0,0,75000,1e+05,25000,1,Insurance,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,234,125000,Yes,6250
2019-RepAct22-000149_Redacted.pdf,2019-05-15 23:21:42.498,FALSE,NA,NA,No,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2018,From 1 to 5 million,REDACTED,89,0,265000,0,0,0,0,59049,0,0,Rent,NA,9000,Dorado,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,260,112000,Yes,10000
2019-RepAct22-000151_Redacted.pdf,"2019-05-15 23:21:42,498",FALSE,NA,NA,No,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2018,From 1 to 5 million,NA,89,0,265000,0,0,0,0,59049,0,0,Rent,NA,9000,Dorado,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,260,112000,Yes,10000
2019-RepAct22-000153_Redacted.pdf,2019-05-19 11:44:00.194,FALSE,NA,NA,No,Rio Grande,Puerto Rico,USA,Rio Grande,Puerto Rico,USA,31-12-2018,From 1 to 5 million,REDACTED,0,0,0,0,0,0,0,0,0,0,Own,1e+05,NA,NA,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,355,130000,Yes,5000
2019-RepAct22-000154_Redacted.pdf,2019-05-20 09:04:51.372,FALSE,NA,NA,No,Humacao,Puerto Rico,USA,Humacao,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,0,0,35995,0,0,0,0,15000,0,0,Rent,NA,2500,Humacao,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,313,50000,Yes,5000
2019-RepAct22-000155_Redacted.pdf,2019-05-20 10:36:23.229,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2018,From 1 to 5 million,Social Security Number,0,0,0,122910,0,0,0,0,0,0,Rent,NA,1500,San Juan,0,TRUE,2017,2018,0,480000,480000,0,0,0,0,233000,233000,0,0,0,2,Retail Services,FALSE,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,355,72000,No,NA
2019-RepAct22-000156_Redacted.pdf,2019-05-23 13:10:10.168,FALSE,NA,NA,No,Carolina,REDACTED,USA,Carolina,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,0,0,0,0,0,0,0,22500,0,0,Rent,NA,500,Carolina,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,343,40000,Yes,5000
2019-RepAct22-000157_Redacted.pdf,2019-11-11 16:40:28.318,TRUE,applicant_last_name,Post,No,Humacao,Puerto Rico,USA,Humacao,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,28,0,0,0,0,0,0,36300,0,0,Rent,NA,3500,Humacao,0,TRUE,2017,2018,42100,15300,-26800,0,0,0,150000,150000,0,0,20000,20000,1,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,219,1e+05,No,NA
2019-RepAct22-000158_Redacted.pdf,2019-05-30 13:34:49.555,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2018,Less than 1 million,REDACTED,0,0,31323,0,0,0,0,8000,0,0,Rent,NA,1200,San Juan,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,225,50000,Yes,5000
2019-RepAct22-000160_Redacted.pdf,2019-07-24 11:18:09.608,FALSE,NA,NA,No,Humacao,Puerto Rico,USA,Humacao,Puerto Rico,USA,8/5/38,From 1 to 5 million,Social Security Number,139,0,33340,0,0,2200,0,0,0,0,Own,3e+05,NA,NA,0,TRUE,2017,2018,0,0,0,0,3e+05,3e+05,0,0,0,0,10000,10000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,208,105000,No,NA
2019-RepAct22-000161_Redacted.pdf,2019-06-03 10:42:39.188,FALSE,NA,NA,TRUE,Aguada,Puerto Rico,USA,Aguada,Puerto Rico,USA,31-12-2018,Less than 1 million,ssn,106,0,108,0,786,0,0,0,3753,0,Own,165000,NA,NA,0,TRUE,2017,2018,6000,2022,-3978,165000,165000,0,0,0,0,0,2234,2234,1,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,336,30000,No,NA
2019-RepAct22-000162_Redacted.pdf,2019-06-13 12:43:16.383,FALSE,NA,NA,TRUE,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2018,From 1 to 5 million,Social Security Number,1454,0,13177,0,130775,0,0,16923,0,0,Own,1800000,NA,NA,1,TRUE,2017,2018,0,5e+05,5e+05,0,2150000,2150000,0,50000,50000,0,0,0,1,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,300,2e+05,Yes,5000
2019-RepAct22-000163_Redacted.pdf,2019-09-09 16:11:54.526,FALSE,NA,NA,REDACTED,Dorado,REDACTED,USA,Dorado,Puerto Rico,USA,REDACTED,From 1 to 5 million,Social Security Number,66,0,4021,0,86,1953,0,70000,778436,560124,Own,650000,NA,NA,0,TRUE,2017,2018,87408,2e+05,112592,650000,650000,0,0,0,0,50000,35000,-15000,1,CONSULTING SERVICES,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,184,48000,Yes,5000
2019-RepAct22-000164_Redacted.pdf,2019-10-09 21:28:27.759,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,0,0,72492,0,0,0,0,0,0,0,Rent,NA,3000,San Juan,0,TRUE,2017,2018,0,80000,80000,0,0,0,0,2e+05,2e+05,0,0,0,1,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,213,50000,No,NA
2019-RepAct22-000165_Redacted.pdf,2019-06-13 12:45:48.214,TRUE,household_member_2_live_in_pr,TRUE,TRUE,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2018,From 1 to 5 million,Social Security Number,0,0,0,0,2004337,0,0,0,0,0,Own,1800000,NA,NA,1,TRUE,2017,2018,0,5e+05,5e+05,0,2150000,2150000,0,50000,50000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,300,2e+05,Yes,5000
2019-RepAct22-000166_Redacted.pdf,2019-05-23 17:49:08.903,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2018,From 1 to 5 million,ssn,325,0,17845,0,2846,0,0,50000,0,0,Rent,NA,2700,San Juan,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Financial,TRUE,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,220,8000,Yes,1996
2019-RepAct22-000167_Redacted.pdf,2019-05-24 12:19:58.092,FALSE,NA,NA,No,Yabucoa,Puerto Rico,USA,Humacao,Puerto Rico,USA,31-12-2018,From 1 to 5 million,ssn,89,0,2521,0,0,0,0,0,0,0,Rent,NA,3700,Humacao,0,TRUE,2017,2018,9154,5963,-3191,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,246,29934,Yes,8100
2019-RepAct22-000168_Redacted.pdf,2019-05-24 15:45:02.383,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,161,0,1320,0,199076,0,0,24290,0,1371,Rent,NA,4025,San Juan,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Financial,TRUE,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,263,650000,Yes,5000
2019-RepAct22-000169_Redacted.pdf,2019-12-05 12:23:03.668,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2018,From 5 to 10 million,Social Security Number,0,0,10,0,0,0,0,25600,0,0,Rent,NA,2950,San Juan,0,TRUE,2017,2018,85000,80000,-5000,0,0,0,2e+06,2e+06,0,30000,30000,0,1,Consulting Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,203,36193,No,NA
2019-RepAct22-000170_Redacted.pdf,2019-05-30 13:01:50.997,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,0,0,0,0,222290,0,0,0,0,0,Rent,NA,3500,San Juan,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,260,75000,Yes,5000
2019-RepAct22-000171_Redacted.pdf,2019-08-26 14:40:53.611,TRUE,household_member_3_live_in_pr,TRUE,No,Humacao,Puerto Rico,USA,Humacao,Puerto Rico,USA,10/8/38,From 1 to 5 million,REDACTED,0,0,0,0,0,0,20000,0,0,0,Rent,NA,3700,Humacao,0,TRUE,2017,2018,0,3500,3500,0,0,0,0,4e+05,4e+05,0,127000,127000,1,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,218,30000,Yes,5000
2019-RepAct22-000172_Redacted.pdf,2019-08-26 14:36:22.102,FALSE,NA,NA,No,Humacao,Puerto Rico,USA,Humacao,Puerto Rico,USA,10/8/38,From 1 to 5 million,REDACTED,0,0,0,0,0,0,20000,0,0,0,Rent,NA,3700,Humacao,0,TRUE,2017,2018,0,3500,3500,0,0,0,0,4e+05,4e+05,0,127000,127000,1,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,208,30000,Yes,5000
2019-RepAct22-000173_Redacted.pdf,2019-05-28 20:04:58.169,FALSE,NA,NA,TRUE,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2019,From 5 to 10 million,ssn,0,0,275500,0,0,0,0,61538,0,0,Own,2e+06,NA,NA,0,TRUE,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,365,50000,No,NA
2019-RepAct22-000174_Redacted.pdf,2019-05-28 14:46:13.532,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2016,From 1 to 5 million,Social Security Number,483,0,0,0,2675460,0,0,150300,0,0,Own,2500000,NA,NA,1,TRUE,2015,2016,150000,1e+05,-50000,2500000,2500000,0,0,1e+06,1e+06,0,0,0,1,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,270,350000,Yes,1100
2019-RepAct22-000175_Redacted.pdf,2019-05-28 14:56:03.935,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2017,From 5 to 10 million,Social Security Number,35710,0,0,0,2241212,0,0,144050,0,0,Own,2.5e+07,NA,NA,1,TRUE,2016,2017,1e+05,120000,20000,2500000,2500000,0,1e+06,2e+06,1e+06,0,0,0,1,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,250,4e+05,Yes,1100
2019-RepAct22-000181_Redacted.pdf,2019-06-04 14:32:28.572,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,10,0,0,0,796,0,0,0,0,308,Rent,NA,1995,San Juan,0,TRUE,2017,2018,112389,169423,57034,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,358,30000,Yes,5000
2019-RepAct22-000182_Redacted.pdf,2019-05-30 18:29:05.288,FALSE,NA,NA,No,Humacao,Puerto Rico,USA,Humacao,Puerto Rico,USA,31-12-2018,From 1 to 5 million,ssn,89,0,2521,0,0,0,0,0,0,0,Rent,NA,3700,Humacao,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,242,29934,Yes,8100
2019-RepAct22-000183_Redacted.pdf,2019-05-31 13:41:11.876,FALSE,NA,NA,No,Humacao,REDACTED,USA,Humacao,Puerto Rico,USA,31-12-2018,From 1 to 5 million,Social Security Number,5912,0,783940,0,122074,0,0,130800,0,33322,Own,1980000,NA,NA,0,TRUE,2017,2018,89440,112014,22574,1980000,1980000,0,728703,483647,-245056,67700,67700,0,1,Education,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,235,60000,No,NA
2019-RepAct22-000184_Redacted.pdf,2019-07-03 11:21:17.035,FALSE,NA,NA,No,Isabela,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2018,Less than 1 million,Social Security Number,0,0,0,0,0,0,0,18902,0,0,Rent,NA,1500,Isabela,0,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Art,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,190,30000,Yes,5000
2019-RepAct22-000185_Redacted.pdf,2019-05-31 13:18:34.825,FALSE,NA,NA,No,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2018,From 1 to 5 million,Social Security Number,39514,0,0,0,0,0,0,0,0,0,Own,1275000,NA,NA,0,TRUE,2017,2018,60000,60000,0,1275000,1275000,0,201564,201564,0,0,0,0,3,Manufacturing,TRUE,Manufacturing,TRUE,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,240,1e+05,No,NA
2019-RepAct22-000186_Redacted.pdf,2019-05-31 13:46:53.652,FALSE,NA,NA,No,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2018,From 1 to 5 million,Social Security Number,39514,0,0,0,0,0,0,0,0,0,Own,1275000,NA,NA,0,TRUE,2017,2018,60000,60000,0,1275000,1275000,0,201564,201564,0,0,0,0,3,Manufacturing,TRUE,Retail Services,TRUE,Manufacturing,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,240,1e+05,No,NA
2019-RepAct22-000187_Redacted.pdf,2019-05-31 16:18:02.654,FALSE,NA,NA,No,Dorado,REDACTED,USA,Dorado,Puerto Rico,USA,NA,Less than 1 million,REDACTED,0,0,0,0,0,0,0,0,0,0,Rent,NA,1700,Dorado,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,225,20000,No,NA
2019-RepAct22-000188_Redacted.pdf,"2019-06-03 11:57:31,41",FALSE,NA,NA,No,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2016,From 1 to 5 million,Social Security Number,14528,0,27,0,0,0,1549215,0,0,106825,Own,5e+06,NA,NA,0,TRUE,2015,2016,0,1e+05,1e+05,0,5e+06,5e+06,0,4e+05,4e+05,0,5e+05,5e+05,1,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,260,3e+06,No,NA
2019-RepAct22-000189_Redacted.pdf,2019-06-03 12:08:04.365,TRUE,mailing_address,10 THE ESTS,No,Dorado,Puerto Rico,REDACTED,Dorado,Puerto Rico,USA,31-12-2017,From 1 to 5 million,Social Security Number,9776,0,29,0,0,0,180000,0,190000,142975,Own,5e+06,NA,NA,0,TRUE,2016,2017,1e+05,1e+05,0,5e+06,5500000,5e+05,4e+05,4e+05,0,5e+05,5e+05,0,1,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,260,3e+06,No,NA
2019-RepAct22-000190_Redacted.pdf,2019-06-03 13:04:41.836,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2016,From 1 to 5 million,Social Security Number,38850,0,240,0,13415,0,7500,0,189123,38799,Own,235256,NA,NA,0,TRUE,2015,2016,0,0,0,235255,235255,0,0,0,0,0,0,0,1,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,249,57130,Yes,2750
2019-RepAct22-000191_Redacted.pdf,2019-06-03 13:16:24.184,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2017,From 1 to 5 million,Social Security Number,71038,0,1325,0,0,0,0,0,161821,26491,Own,235256,NA,NA,0,TRUE,2016,2017,0,0,0,235256,235256,0,0,0,0,0,0,0,1,Retail Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,REDACTED,NA,Yes,611
